Marker,Label,pecan_id,category
2017-10-01,9748.0,266287972570,485.0
2017-10-01,0.0,266287972599,1242.0
2017-10-01,1706.0,266287972633,14.0
2017-10-01,50.0,266287972897,1001.0
2017-10-01,0.0,266287972979,2235.0
2017-10-01,0.0,266287972987,1497.0
2017-10-01,12130.0,266287973450,524.0
2017-10-01,0.0,266287973882,1855.0
2017-10-01,1500.0,266287973941,1550.0
2017-10-01,0.0,266287973963,1409.0
2017-10-01,1000.0,266287974082,1630.0
2017-10-01,300.0,266287974172,1433.0
2017-10-01,956.0,266287974370,49.0
2017-10-01,0.0,266287974402,1418.0
2017-10-01,500.0,266287974535,2086.0
2017-10-01,0.0,266287974724,1954.0
2017-10-01,0.0,266287974737,2129.0
2017-10-01,0.0,266287974779,2454.0
2017-10-01,1300.0,266287974813,193.0
2017-08-01,0.0,249108103209,2126.0
2017-08-01,0.0,249108103415,1242.0
2017-08-01,0.0,249108103593,1644.0
2017-08-01,204.0,249108103752,780.0
2017-08-01,3568.0,249108103873,1210.0
2017-08-01,0.0,249108104011,2264.0
2017-08-01,200.0,249108104125,969.0
2017-08-01,0.0,249108104570,1395.0
2017-08-01,2.0,249108104709,419.0
2017-08-01,0.0,249108104785,1273.0
2017-08-01,0.0,249108104880,292.0
2017-08-01,66.0,249108104973,2448.0
2017-08-01,5014.0,249108105000,721.0
2017-08-01,100.0,249108105020,1854.0
2017-08-01,50.0,249108105263,2119.0
2017-08-01,300.0,249108105376,2376.0
2017-08-01,0.0,249108105391,1054.0
2017-03-01,50.0,206158430791,1635.0
2017-03-01,460.0,206158431325,1207.0
2017-03-01,0.0,206158431619,1805.0
2017-03-01,2808.0,206158431855,101.0
2017-03-01,400.0,206158432011,102.0
2017-03-01,12314.0,206158432037,263.0
2017-03-01,940.0,206158432147,193.0
2017-03-01,1400.0,206158432242,1337.0
2017-03-01,1512.0,206158432268,783.0
2017-05-01,0.0,223338299410,21.0
2017-05-01,252.0,223338299636,1392.0
2017-05-01,0.0,223338300627,2173.0
2017-05-01,6.0,223338300655,714.0
2017-05-01,48.0,223338301167,2014.0
2017-05-01,0.0,223338301285,1389.0
2017-05-01,0.0,223338301484,2435.0
2017-05-01,0.0,223338301626,799.0
2017-05-01,500.0,223338301638,100.0
2018-04-01,150.0,317827579982,1994.0
2018-04-01,402.0,317827579992,61.0
2018-04-01,0.0,317827580060,1145.0
2018-04-01,0.0,317827580193,1403.0
2018-04-01,0.0,317827580250,2686.0
2018-04-01,850.0,317827580471,1900.0
2018-04-01,0.0,317827580576,2024.0
2018-04-01,0.0,317827580777,1086.0
2018-04-01,200.0,317827580779,298.0
2018-04-01,1296.0,317827580813,20.0
2018-04-01,0.0,317827580856,1368.0
2018-04-01,11544.0,317827581049,530.0
2018-04-01,100.0,317827581202,1440.0
2018-04-01,0.0,317827581433,1725.0
2018-04-01,596.0,317827581471,1255.0
2018-04-01,220.0,317827581600,2317.0
2018-04-01,1500.0,317827581751,1149.0
2018-04-01,0.0,317827581931,2266.0
2018-04-01,0.0,317827582061,1415.0
2018-04-01,542.0,317827581628,1055.0
2018-05-01,0.0,326417514646,56.0
2018-05-01,0.0,326417514698,367.0
2018-05-01,370.0,326417514709,143.0
2018-05-01,0.0,326417514720,955.0
2018-05-01,20.0,326417514809,789.0
2018-05-01,502.0,326417515267,2482.0
2018-05-01,7632.0,326417515556,485.0
2018-05-01,108.0,326417515802,2656.0
2018-05-01,20.0,326417516346,1287.0
2018-05-01,0.0,326417516454,2629.0
2018-05-01,200.0,326417516582,1969.0
2018-05-01,0.0,326417516852,1297.0
2018-05-01,1804.0,326417516907,247.0
2017-01-01,506.0,188978561086,638.0
2017-01-01,0.0,188978561442,2663.0
2017-01-01,2012.0,188978561474,2121.0
2017-01-01,0.0,188978561671,1584.0
2017-01-01,0.0,188978561731,1973.0
2017-01-01,1608.0,188978561788,1444.0
2017-01-01,1006.0,188978561918,1333.0
2017-01-01,0.0,188978562035,2347.0
2017-01-01,0.0,188978562092,906.0
2017-01-01,0.0,188978562935,2024.0
2017-01-01,0.0,188978563030,1418.0
2017-01-01,0.0,188978563349,1776.0
2018-07-01,0.0,343597384096,2399.0
2018-07-01,0.0,343597384489,1284.0
2018-07-01,0.0,343597384744,213.0
2018-07-01,500.0,343597384759,1871.0
2018-07-01,1006.0,343597384807,478.0
2018-07-01,2448.0,343597384837,2058.0
2018-07-01,1044.0,343597384860,331.0
2018-07-01,0.0,343597384877,671.0
2018-07-01,0.0,343597385026,2517.0
2018-07-01,298.0,343597385155,2281.0
2018-07-01,608.0,343597385415,620.0
2018-07-01,9868.0,343597385457,721.0
2018-07-01,50.0,343597386022,881.0
2018-09-01,0.0,360777253142,568.0
2018-09-01,2156.0,360777253256,533.0
2018-09-01,0.0,360777253533,2927.0
2018-09-01,0.0,360777254177,857.0
2018-09-01,12140.0,360777254242,532.0
2018-09-01,0.0,360777254351,1821.0
2018-09-01,70.0,360777254401,1255.0
2018-09-01,6150.0,360777254622,1481.0
2018-09-01,400.0,360777254758,1999.0
2018-09-01,26.0,360777255234,1851.0
2018-10-01,0.0,369367187645,2592.0
2018-10-01,400.0,369367187831,165.0
2018-10-01,526.0,369367187960,1341.0
2018-10-01,34736.0,369367188059,160.0
2018-10-01,102.0,369367188123,1612.0
2018-10-01,202.0,369367188551,1534.0
2018-10-01,0.0,369367188644,1661.0
2018-10-01,0.0,369367188701,2622.0
2018-10-01,1600.0,369367188838,181.0
2018-10-01,400.0,369367188893,686.0
2018-10-01,0.0,369367189045,2896.0
2018-10-01,0.0,369367189131,817.0
2018-10-01,2202.0,369367189653,942.0
2018-10-01,302.0,369367189790,1782.0
2016-09-01,50.0,154618822855,1567.0
2016-09-01,100.0,154618822927,1721.0
2016-09-01,0.0,154618822997,1443.0
2016-09-01,18544.0,154618823108,268.0
2016-09-01,148.0,154618823131,90.0
2016-09-01,0.0,154618823204,2075.0
2016-09-01,0.0,154618823230,2060.0
2016-09-01,322.0,154618823310,1392.0
2016-09-01,0.0,154618823316,404.0
2016-09-01,13042.0,154618823326,619.0
2016-09-01,200.0,154618823520,818.0
2016-09-01,250.0,154618823619,1209.0
2016-09-01,0.0,154618823833,755.0
2016-09-01,14662.0,154618823848,22.0
2016-09-01,800.0,154618824182,2063.0
2016-08-01,0.0,146028888373,2700.0
2016-08-01,606.0,146028888709,1214.0
2016-08-01,10.0,146028889246,1267.0
2016-08-01,0.0,146028889452,2659.0
2016-08-01,0.0,146028889634,736.0
2016-08-01,150.0,146028889890,1498.0
2016-08-01,0.0,146028890330,1884.0
2016-04-01,20.0,111669149765,1225.0
2016-04-01,2810.0,111669149781,965.0
2016-04-01,6730.0,111669150018,101.0
2016-04-01,0.0,111669150137,1060.0
2016-04-01,150.0,111669150201,1732.0
2016-04-01,2810.0,111669150437,937.0
2016-04-01,200.0,111669150504,1063.0
2016-04-01,808.0,111669150552,364.0
2016-04-01,210.0,111669150709,496.0
2016-04-01,750.0,111669150733,589.0
2016-04-01,0.0,111669151066,707.0
2016-04-01,2612.0,111669151300,377.0
2016-04-01,2500.0,111669151335,149.0
2016-04-01,1506.0,111669151358,1149.0
2016-04-01,15072.0,111669151719,591.0
2015-12-01,100.0,77309411457,1281.0
2015-12-01,3512.0,77309411584,818.0
2015-12-01,21666.0,77309411605,902.0
2015-12-01,492.0,77309411683,786.0
2015-12-01,100.0,77309411733,1827.0
2015-12-01,1512.0,77309411766,526.0
2015-12-01,0.0,77309411933,1561.0
2015-12-01,800.0,77309412035,1629.0
2015-12-01,10566.0,77309412162,485.0
2015-12-01,150.0,77309412265,1305.0
2015-12-01,0.0,77309412333,1067.0
2015-12-01,250.0,77309412508,638.0
2015-12-01,100.0,77309412780,566.0
2017-09-01,200.0,257698037804,2410.0
2017-09-01,200.0,257698037815,1335.0
2017-09-01,8.0,257698038292,945.0
2017-09-01,0.0,257698038390,2539.0
2017-09-01,2000.0,257698038940,1472.0
2017-09-01,1150.0,257698039163,1247.0
2017-09-01,3904.0,257698039208,1208.0
2017-09-01,270.0,257698039375,2111.0
2017-09-01,14.0,257698039856,1628.0
2017-09-01,200.0,257698039905,464.0
2017-09-01,0.0,257698040123,1993.0
2017-12-01,1900.0,283467841899,1852.0
2017-12-01,128.0,283467842021,963.0
2017-12-01,800.0,283467842254,748.0
2017-12-01,1000.0,283467842272,2218.0
2017-12-01,300.0,283467842478,1446.0
2017-12-01,48.0,283467842778,1416.0
2017-12-01,76.0,283467842796,60.0
2017-12-01,0.0,283467843193,1924.0
2017-12-01,0.0,283467843196,1156.0
2017-12-01,638.0,283467843211,2423.0
2017-12-01,0.0,283467843327,1741.0
2017-12-01,310.0,283467843345,1226.0
2017-12-01,100.0,283467843730,1022.0
2017-12-01,0.0,283467843918,1929.0
2018-01-01,1314.0,292057776245,1246.0
2018-01-01,0.0,292057776289,1281.0
2018-01-01,320.0,292057776718,2211.0
2018-01-01,0.0,292057776817,1682.0
2018-01-01,0.0,292057776853,372.0
2018-01-01,0.0,292057777047,1243.0
2018-01-01,1204.0,292057777131,210.0
2018-01-01,200.0,292057777304,1245.0
2018-01-01,0.0,292057777372,302.0
2018-01-01,0.0,292057777426,1644.0
2018-01-01,204.0,292057777493,2556.0
